id	num	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	group
ABO	10	0.10961	0.16688	0.999995	47	1	-4.1761	PNA_plus
B4GALNT2	14	0.50572	0.5062	0.999995	166	1	-4.1971	PNA_plus
GALNT4	12	0.037395	0.075986	0.999995	17	2	-4.1973	PNA_plus
SLC35B1	9	0.63767	0.63671	0.999995	205	0	-4.2011	PNA_plus
HS3ST5	14	0.18886	0.27205	0.999995	64	1	-4.2063	PNA_plus
FUT9	12	0.2071	0.25712	0.999995	69	1	-4.2135	PNA_plus
ST3GAL1	12	0.086173	0.14455	0.999995	39	2	-4.2202	PNA_plus
KHK	11	0.95418	0.95396	0.999995	322	0	-4.2353	PNA_plus
B3GALT1	12	0.57249	0.57343	0.999995	186	0	-4.2365	PNA_plus
UGT1A8	7	0.72122	0.72036	0.999995	228	0	-4.2624	PNA_plus
SLC35E1	11	0.956	0.95586	0.999995	323	0	-4.2739	PNA_plus
HPSE2	10	0.60316	0.60254	0.999995	193	0	-4.277	PNA_plus
HS3ST2	9	0.86791	0.86816	0.999995	284	0	-4.2968	PNA_plus
XXYLT1	11	0.40633	0.40824	0.999995	126	1	-4.3013	PNA_plus
POMT1	12	0.63854	0.63834	0.999995	206	0	-4.3079	PNA_plus
ST3GAL2	13	0.55729	0.556	0.999995	180	0	-4.3205	PNA_plus
FUT2	13	0.88059	0.88035	0.999995	291	0	-4.3242	PNA_plus
NAGK	11	0.42852	0.42939	0.999995	132	1	-4.3445	PNA_plus
SLC35E4	12	0.48405	0.48357	0.999995	157	0	-4.3614	PNA_plus
RPN1	11	0.70215	0.701	0.999995	221	0	-4.3799	PNA_plus
HEXB	11	0.48305	0.48314	0.999995	156	0	-4.381	PNA_plus
ASAH1	11	0.48152	0.48146	0.999995	154	0	-4.3842	PNA_plus
B3GNT3	13	0.13721	0.21486	0.999995	54	1	-4.3859	PNA_plus
PIGB	10	0.43157	0.43021	0.999995	133	0	-4.3925	PNA_plus
ALG2	12	0.65092	0.65101	0.999995	208	0	-4.4176	PNA_plus
SLC17A5	9	0.37788	0.37771	0.999995	115	1	-4.4291	PNA_plus
CHST8	15	0.2162	0.3015	0.999995	72	1	-4.4335	PNA_plus
MOGS	13	0.0024788	0.0085809	0.744397	4	3	-4.4342	PNA_plus
UGT1A7	7	0.78277	0.78219	0.999995	249	0	-4.439	PNA_plus
ST6GALNAC3	12	0.44456	0.44461	0.999995	140	1	-4.4512	PNA_plus
GALNT3	11	0.12237	0.18928	0.999995	51	1	-4.4565	PNA_plus
GALK2	10	0.89198	0.89152	0.999995	295	0	-4.4613	PNA_plus
GALNT12	8	0.24884	0.2536	0.999995	78	1	-4.4677	PNA_plus
SLC35F3	13	0.84667	0.84626	0.999995	268	0	-4.4707	PNA_plus
GALNT18	12	0.41918	0.42057	0.999995	129	1	-4.4758	PNA_plus
GFPT1	10	0.61675	0.61617	0.999995	195	0	-4.4846	PNA_plus
UGGT1	12	0.00018133	0.00092915	0.107471	3	5	-4.4876	PNA_plus
ST8SIA3	10	0.016435	0.037767	0.999995	9	2	-4.4988	PNA_plus
GAL3ST1	11	0.92999	0.92947	0.999995	311	0	-4.5028	PNA_plus
B4GALT4	11	0.44508	0.44532	0.999995	141	1	-4.507	PNA_plus
HYAL2	11	0.057865	0.1046	0.999995	24	2	-4.5125	PNA_plus
NEU2	12	0.45512	0.4546	0.999995	145	1	-4.5308	PNA_plus
B3GAT3	10	0.92474	0.92408	0.999995	308	0	-4.5312	PNA_plus
SLC35F2	13	0.053215	0.1013	0.999995	22	2	-4.5443	PNA_plus
FUT6	10	0.4035	0.40311	0.999995	125	1	-4.5577	PNA_plus
ST6GAL1	12	0.87469	0.8756	0.999995	288	0	-4.5637	PNA_plus
PAPSS2	12	0.63493	0.63474	0.999995	202	0	-4.5638	PNA_plus
UGT2B28	7	0.33164	0.33128	0.999995	108	0	-4.5676	PNA_plus
ALG14	12	0.75627	0.7569	0.999995	240	0	-4.5713	PNA_plus
CHST10	11	0.017719	0.04516	0.999995	11	3	-4.5773	PNA_plus
EXTL1	12	0.6239	0.62425	0.999995	199	0	-4.5836	PNA_plus
CHST11	13	0.7701	0.76995	0.999995	246	0	-4.5856	PNA_plus
HAS3	14	0.93135	0.93052	0.999995	312	0	-4.5901	PNA_plus
MANBA	9	0.061518	0.10534	0.999995	27	2	-4.5917	PNA_plus
HAS2	12	0.84012	0.8415	0.999995	264	0	-4.5949	PNA_plus
GALNT14	12	0.10287	0.1679	0.999995	45	1	-4.5984	PNA_plus
EXTL3	11	0.68453	0.68355	0.999995	214	0	-4.6059	PNA_plus
GALNT9	12	0.91949	0.91957	0.999995	303	0	-4.6106	PNA_plus
ST6GALNAC4	11	0.83791	0.83807	0.999995	262	0	-4.613	PNA_plus
EXT2	11	0.56787	0.5677	0.999995	184	0	-4.6221	PNA_plus
B3GNT4	14	0.17412	0.26338	0.999995	61	1	-4.6267	PNA_plus
FUT11	10	0.32601	0.33205	0.999995	107	1	-4.6315	PNA_plus
B3GNT7	11	0.85967	0.86004	0.999995	276	0	-4.6387	PNA_plus
PPBP	10	0.71292	0.71273	0.999995	225	0	-4.6496	PNA_plus
MAN2A2	12	0.11927	0.19146	0.999995	49	1	-4.6524	PNA_plus
STS	11	0.95649	0.95646	0.999995	324	0	-4.6558	PNA_plus
ST8SIA4	11	0.50557	0.50541	0.999995	165	0	-4.658	PNA_plus
GMPPA	11	0.31346	0.32624	0.999995	101	1	-4.6581	PNA_plus
ST8SIA6	12	0.072045	0.12467	0.999995	34	2	-4.6585	PNA_plus
PIGQ	12	0.70915	0.70907	0.999995	224	0	-4.6594	PNA_plus
FUT3	12	0.441	0.44122	0.999995	138	1	-4.6608	PNA_plus
FUT1	12	0.53018	0.52982	0.999995	173	0	-4.663	PNA_plus
A4GNT	12	0.47569	0.4751	0.999995	152	1	-4.6661	PNA_plus
EXT1	12	0.41174	0.41398	0.999995	127	1	-4.6695	PNA_plus
PIGA	15	0.32117	0.36665	0.999995	105	1	-4.6751	PNA_plus
POFUT1	14	0.093516	0.16081	0.999995	44	2	-4.6763	PNA_plus
UGT2B17	12	0.54518	0.54476	0.999995	175	0	-4.6815	PNA_plus
NDST1	11	0.36143	0.36702	0.999995	113	1	-4.6857	PNA_plus
IDUA	12	0.66178	0.66233	0.999995	209	0	-4.6954	PNA_plus
CTBS	12	0.33862	0.35304	0.999995	109	1	-4.6974	PNA_plus
SULT1C4	11	0.4352	0.43606	0.999995	134	1	-4.699	PNA_plus
GALNT5	11	0.36881	0.37353	0.999995	114	1	-4.7007	PNA_plus
UGT1A4	6	0.76644	0.76382	0.999995	243	0	-4.7038	PNA_plus
HS6ST3	12	0.42287	0.42409	0.999995	131	1	-4.7045	PNA_plus
MAN1B1	13	0.56039	0.55921	0.999995	182	0	-4.7181	PNA_plus
GCNT4	9	0.63675	0.63571	0.999995	203	0	-4.731	PNA_plus
EXTL2	12	0.94884	0.94893	0.999995	318	0	-4.7324	PNA_plus
HK3	12	0.75459	0.75522	0.999995	237	0	-4.7336	PNA_plus
POGLUT1	13	0.88954	0.88922	0.999995	293	0	-4.7336	PNA_plus
SLC35D1	10	0.72187	0.72205	0.999995	229	0	-4.7356	PNA_plus
A4GALT	11	0.079307	0.13457	0.999995	38	1	-4.7362	PNA_plus
CHST4	13	0.81266	0.81282	0.999995	258	0	-4.7392	PNA_plus
CMAHP	10	0.26688	0.28245	0.999995	86	1	-4.7409	PNA_plus
SLC35A4	12	0.012849	0.032848	0.999995	8	3	-4.7461	PNA_plus
PMM1	10	0.47001	0.47002	0.999995	150	0	-4.7504	PNA_plus
RFNG	11	0.49066	0.4909	0.999995	160	0	-4.7509	PNA_plus
GALK1	12	0.079002	0.1342	0.999995	37	2	-4.7607	PNA_plus
CHST14	12	0.49392	0.49338	0.999995	161	0	-4.7613	PNA_plus
RENBP	11	0.96337	0.96337	0.999995	326	0	-4.7733	PNA_plus
UGT1A1	6	0.28286	0.28376	0.999995	95	0	-4.7739	PNA_plus
DAD1	7	0.51915	0.51876	0.999995	169	0	-4.7756	PNA_plus
MGEA5	12	0.072084	0.12472	0.999995	35	1	-4.778	PNA_plus
SLC35C2	9	0.58239	0.58085	0.999995	189	0	-4.7823	PNA_plus
PIGH	11	0.96804	0.96807	0.999995	328	0	-4.7827	PNA_plus
GALNT10	13	0.44105	0.44237	0.999995	139	1	-4.7894	PNA_plus
CHST7	10	0.1433	0.18979	0.999995	55	1	-4.8017	PNA_plus
MAN1C1	12	0.8284	0.82921	0.999995	259	0	-4.8018	PNA_plus
ARSD	12	0.066144	0.11642	0.999995	31	2	-4.8063	PNA_plus
CHST3	13	0.67501	0.67445	0.999995	210	0	-4.8092	PNA_plus
CHST6	10	0.064755	0.1108	0.999995	29	2	-4.8116	PNA_plus
PIGP	11	0.57305	0.5729	0.999995	187	0	-4.8137	PNA_plus
HYAL4	14	0.39614	0.41285	0.999995	123	1	-4.8142	PNA_plus
NAGLU	12	0.48239	0.4819	0.999995	155	0	-4.8144	PNA_plus
NAGA	13	0.86487	0.86394	0.999995	281	0	-4.8168	PNA_plus
CTNS	12	0.91734	0.91747	0.999995	302	0	-4.822	PNA_plus
GALC	13	0.58005	0.57909	0.999995	188	0	-4.8265	PNA_plus
GALNT11	11	0.45801	0.45785	0.999995	146	0	-4.8308	PNA_plus
STT3B	12	0.92756	0.92766	0.999995	309	0	-4.8356	PNA_plus
LFNG	11	0.79006	0.7894	0.999995	251	0	-4.8373	PNA_plus
GNS	11	0.85298	0.85366	0.999995	270	0	-4.8374	PNA_plus
COG5	14	0.45952	0.46494	0.999995	147	1	-4.8387	PNA_plus
GAL3ST2	11	0.97913	0.97954	0.999995	334	0	-4.8411	PNA_plus
SULT1A2	14	0.92228	0.92127	0.999995	307	0	-4.8419	PNA_plus
TPST2	10	0.87709	0.87671	0.999995	290	0	-4.8519	PNA_plus
SMPD1	13	0.75524	0.7546	0.999995	239	0	-4.8531	PNA_plus
B3GALT5	10	0.20106	0.23136	0.999995	66	1	-4.8545	PNA_plus
B4GALT1	11	0.81251	0.81214	0.999995	257	0	-4.8561	PNA_plus
XYLT2	10	0.92931	0.92862	0.999995	310	0	-4.86	PNA_plus
MAN1A2	12	0.89148	0.89173	0.999995	294	0	-4.8678	PNA_plus
GLA	11	0.31939	0.33133	0.999995	103	1	-4.8778	PNA_plus
GALNT16	13	0.029972	0.070193	0.999995	16	2	-4.8861	PNA_plus
SLC35E2	6	0.14755	0.15664	0.999995	56	1	-4.888	PNA_plus
GUSB	13	0.071712	0.12617	0.999995	33	2	-4.8896	PNA_plus
UGT1A3	7	0.88713	0.88737	0.999995	292	0	-4.8921	PNA_plus
ST6GALNAC2	11	0.86564	0.86608	0.999995	282	0	-4.8967	PNA_plus
SLC35B3	11	0.087634	0.14644	0.999995	41	2	-4.9027	PNA_plus
LAMP1	14	0.26167	0.31662	0.999995	84	1	-4.9058	PNA_plus
B3GALNT1	13	0.31367	0.34165	0.999995	102	1	-4.9069	PNA_plus
POMGNT2	12	0.27786	0.30689	0.999995	92	1	-4.9074	PNA_plus
POMGNT1	11	0.77255	0.77188	0.999995	247	0	-4.9113	PNA_plus
GALNS	11	0.61892	0.61833	0.999995	197	0	-4.914	PNA_plus
LARGE	12	0.73636	0.73619	0.999995	233	0	-4.9225	PNA_plus
GALNT1	13	0.43912	0.44074	0.999995	136	1	-4.926	PNA_plus
PIGM	10	0.061361	0.10569	0.999995	26	2	-4.9414	PNA_plus
NDST3	12	0.62638	0.62654	0.999995	200	0	-4.9419	PNA_plus
HS3ST3B1	12	0.26877	0.30041	0.999995	88	1	-4.9438	PNA_plus
B3GAT2	12	0.54222	0.54178	0.999995	174	0	-4.9461	PNA_plus
HS3ST4	13	0.3846	0.39603	0.999995	118	1	-4.9485	PNA_plus
CSGALNACT2	10	0.29885	0.30862	0.999995	99	1	-4.9488	PNA_plus
GALNT17	10	0.85865	0.85804	0.999995	274	0	-4.9513	PNA_plus
LCT	10	0.18854	0.22222	0.999995	63	1	-4.9557	PNA_plus
CHPF2	12	0.77008	0.77055	0.999995	245	0	-4.9559	PNA_plus
HYAL3	12	0.25028	0.28704	0.999995	80	1	-4.965	PNA_plus
HYAL1	14	0.63735	0.63507	0.999995	204	0	-4.9673	PNA_plus
NDST2	13	0.85353	0.85342	0.999995	271	0	-4.9703	PNA_plus
SLC35F4	10	0.94116	0.9405	0.999995	316	0	-4.9726	PNA_plus
COG2	11	0.16596	0.21748	0.999995	59	1	-4.9726	PNA_plus
GLCE	12	0.47231	0.47169	0.999995	151	1	-4.982	PNA_plus
UGGT2	13	0.27545	0.31354	0.999995	91	1	-4.983	PNA_plus
SULT1C2	12	0.54813	0.54779	0.999995	177	0	-4.9871	PNA_plus
ST6GALNAC5	13	0.21967	0.27618	0.999995	73	1	-4.9915	PNA_plus
CHST12	12	0.3551	0.36598	0.999995	110	1	-4.9925	PNA_plus
GYLTL1B	12	0.24794	0.28526	0.999995	77	1	-4.9946	PNA_plus
ARSB	12	0.69098	0.69103	0.999995	216	0	-4.9964	PNA_plus
MFNG	12	0.55975	0.55993	0.999995	181	0	-4.9999	PNA_plus
SLC35F1	10	0.25917	0.27639	0.999995	83	1	-5.0003	PNA_plus
B4GALT6	11	0.7914	0.79056	0.999995	253	0	-5.001	PNA_plus
GNPNAT1	8	0.55456	0.55732	0.999995	178	0	-5.0063	PNA_plus
POMT2	11	0.97824	0.97864	0.999995	333	0	-5.0065	PNA_plus
SGSH	12	0.98912	0.98932	0.999995	339	0	-5.0076	PNA_plus
GAL3ST3	15	0.87011	0.8704	0.999995	285	0	-5.0101	PNA_plus
FPGT	11	0.43685	0.43742	0.999995	135	1	-5.0229	PNA_plus
GCNT3	13	0.50489	0.50352	0.999995	164	1	-5.0248	PNA_plus
IDS	9	0.24909	0.26039	0.999995	79	1	-5.0327	PNA_plus
UGDH	13	0.065536	0.1178	0.999995	30	1	-5.0354	PNA_plus
CHPF	14	0.35723	0.38324	0.999995	112	1	-5.038	PNA_plus
FUT5	11	0.25159	0.27844	0.999995	81	1	-5.0459	PNA_plus
FUT8	13	0.97974	0.98006	0.999995	335	0	-5.0463	PNA_plus
XYLT1	12	0.8457	0.84686	0.999995	267	0	-5.0503	PNA_plus
GM2A	10	0.13665	0.18487	0.999995	53	1	-5.0506	PNA_plus
B4GALT3	13	0.061764	0.11267	0.999995	28	2	-5.0528	PNA_plus
NDST4	10	0.39387	0.39382	0.999995	122	1	-5.0559	PNA_plus
POFUT2	14	0.26701	0.31965	0.999995	87	1	-5.0573	PNA_plus
MAN1A1	11	0.86107	0.86132	0.999995	278	0	-5.0681	PNA_plus
HS6ST1	12	0.088995	0.1486	0.999995	42	1	-5.071	PNA_plus
MPI	12	0.046177	0.08806	0.999995	19	1	-5.0771	PNA_plus
GAA	12	0.46721	0.46642	0.999995	149	1	-5.0813	PNA_plus
LAMP3	13	0.54787	0.54668	0.999995	176	0	-5.0847	PNA_plus
UXS1	12	0.95002	0.95029	0.999995	319	0	-5.0898	PNA_plus
CHST9	11	0.068324	0.11975	0.999995	32	2	-5.0927	PNA_plus
ARSA	11	0.99066	0.9907	0.999995	341	0	-5.0992	PNA_plus
FUT4	14	0.27232	0.32302	0.999995	90	1	-5.1061	PNA_plus
UGT1A10	11	0.45158	0.4518	0.999995	143	1	-5.1098	PNA_plus
COG6	11	0.89878	0.89862	0.999995	298	0	-5.1102	PNA_plus
CHST13	14	0.47924	0.48194	0.999995	153	1	-5.1114	PNA_plus
SULT1A3	10	0.75341	0.75331	0.999995	236	0	-5.117	PNA_plus
SLC35E3	12	0.10562	0.17211	0.999995	46	1	-5.1191	PNA_plus
GALT	11	0.9117	0.91174	0.999995	301	0	-5.1198	PNA_plus
OGT	10	0.6294	0.62887	0.999995	201	0	-5.1252	PNA_plus
UGT2B4	12	0.91979	0.91987	0.999995	304	0	-5.1264	PNA_plus
MGAT5B	10	0.28397	0.29697	0.999995	96	1	-5.1269	PNA_plus
B4GALNT4	12	0.89672	0.89709	0.999995	296	0	-5.1279	PNA_plus
B3GNT8	12	0.16682	0.23103	0.999995	60	1	-5.1304	PNA_plus
ST6GALNAC1	12	0.20217	0.25387	0.999995	67	1	-5.1311	PNA_plus
NEU3	11	0.23645	0.26762	0.999995	74	1	-5.1312	PNA_plus
GALNT8	10	0.25724	0.27478	0.999995	82	1	-5.1332	PNA_plus
COG4	9	0.68143	0.68052	0.999995	212	0	-5.1473	PNA_plus
GNB1	12	0.38888	0.39446	0.999995	121	1	-5.1487	PNA_plus
HK1	10	0.24551	0.26536	0.999995	76	1	-5.1583	PNA_plus
ST3GAL3	8	0.84362	0.84541	0.999995	266	0	-5.164	PNA_plus
NPL	15	0.70668	0.70564	0.999995	223	0	-5.1664	PNA_plus
UGT1A5	8	0.9205	0.92203	0.999995	305	0	-5.169	PNA_plus
B3GALT6	11	0.99581	0.99588	0.999995	344	0	-5.1724	PNA_plus
DDOST	10	0.76743	0.76665	0.999995	244	0	-5.1804	PNA_plus
GFPT2	11	0.85588	0.85637	0.999995	273	0	-5.1831	PNA_plus
B3GAT1	11	0.32135	0.33289	0.999995	106	1	-5.1877	PNA_plus
TPST1	12	0.43921	0.43962	0.999995	137	1	-5.1887	PNA_plus
CHST2	12	0.97092	0.97068	0.999995	329	0	-5.1901	PNA_plus
HPSE	11	0.76443	0.76388	0.999995	242	0	-5.1902	PNA_plus
HS3ST1	11	0.86245	0.86262	0.999995	280	0	-5.1928	PNA_plus
HS2ST1	12	0.50999	0.50959	0.999995	167	0	-5.194	PNA_plus
SULF2	12	0.37912	0.38613	0.999995	116	1	-5.1956	PNA_plus
GBA	10	0.086441	0.14285	0.999995	40	2	-5.2003	PNA_plus
UGT1A6	6	0.090031	0.107	0.999995	43	1	-5.2003	PNA_plus
CHST15	12	0.12482	0.19921	0.999995	52	2	-5.2023	PNA_plus
UST	13	0.85576	0.85541	0.999995	272	0	-5.2043	PNA_plus
B4GALT2	10	0.86125	0.86068	0.999995	279	0	-5.2168	PNA_plus
SLC35D2	10	0.99471	0.99456	0.999995	342	0	-5.2176	PNA_plus
DSEL	13	0.97146	0.97164	0.999995	330	0	-5.2182	PNA_plus
ST3GAL6	14	0.83925	0.83832	0.999995	263	0	-5.2292	PNA_plus
ST8SIA2	9	0.73409	0.73448	0.999995	231	0	-5.2297	PNA_plus
SLC35F5	13	0.21176	0.2709	0.999995	71	1	-5.2298	PNA_plus
ST6GALNAC6	13	0.39712	0.40634	0.999995	124	1	-5.2299	PNA_plus
STT3A	10	0.84713	0.84689	0.999995	269	0	-5.2315	PNA_plus
COG1	11	0.2408	0.27057	0.999995	75	1	-5.2359	PNA_plus
HS3ST3A1	10	0.52591	0.52573	0.999995	170	0	-5.2469	PNA_plus
B3GALT2	11	0.69179	0.69076	0.999995	217	0	-5.2495	PNA_plus
B3GALT4	11	0.92161	0.92181	0.999995	306	0	-5.2503	PNA_plus
ST6GAL2	11	0.93688	0.93658	0.999995	314	0	-5.2503	PNA_plus
GALNT2	12	0.99477	0.99497	0.999995	343	0	-5.2525	PNA_plus
FUCA1	11	0.67562	0.67498	0.999995	211	0	-5.253	PNA_plus
GALNT15	9	0.052391	0.091131	0.999995	21	1	-5.2556	PNA_plus
B3GNT6	13	0.019618	0.048539	0.999995	12	2	-5.2596	PNA_plus
B3GNT9	10	0.26496	0.28082	0.999995	85	1	-5.26	PNA_plus
DPM3	9	0.056752	0.097958	0.999995	23	2	-5.2884	PNA_plus
ALG10	12	0.6889	0.6892	0.999995	215	0	-5.2915	PNA_plus
ST8SIA5	11	0.058591	0.10556	0.999995	25	2	-5.2921	PNA_plus
DPAGT1	12	0.68364	0.68403	0.999995	213	0	-5.2976	PNA_plus
UGT2B10	6	0.6402	0.63912	0.999995	207	0	-5.2981	PNA_plus
ALG1	11	0.20305	0.24332	0.999995	68	1	-5.2996	PNA_plus
ST8SIA1	10	0.78806	0.78692	0.999995	250	0	-5.3029	PNA_plus
ST3GAL5	12	0.59829	0.59902	0.999995	190	0	-5.3106	PNA_plus
PGM1	13	0.51682	0.51523	0.999995	168	0	-5.314	PNA_plus
GALNT13	12	0.70619	0.70617	0.999995	222	0	-5.3152	PNA_plus
ALG5	11	0.48611	0.48665	0.999995	158	0	-5.3173	PNA_plus
B4GALNT3	12	0.56969	0.57044	0.999995	185	0	-5.3418	PNA_plus
HEXA	10	0.80058	0.79986	0.999995	256	0	-5.3423	PNA_plus
GAL3ST4	12	0.89861	0.89878	0.999995	297	0	-5.3439	PNA_plus
GCNT2	12	0.56546	0.56609	0.999995	183	0	-5.3479	PNA_plus
CTSA	11	0.42008	0.42136	0.999995	130	1	-5.3568	PNA_plus
NEU4	12	0.90583	0.90581	0.999995	299	0	-5.3612	PNA_plus
CSGALNACT1	13	0.41747	0.42239	0.999995	128	1	-5.3618	PNA_plus
SULT1C3	10	0.71457	0.7146	0.999995	226	0	-5.362	PNA_plus
AGA	11	0.83222	0.83207	0.999995	260	0	-5.3638	PNA_plus
HAS1	13	0.38671	0.39754	0.999995	120	1	-5.3797	PNA_plus
CHST5	14	0.9373	0.93661	0.999995	315	0	-5.3816	PNA_plus
GNPDA1	11	0.28519	0.30354	0.999995	97	1	-5.3827	PNA_plus
B4GALT7	12	0.79273	0.79373	0.999995	254	0	-5.387	PNA_plus
B4GALNT1	10	0.86589	0.86547	0.999995	283	0	-5.4088	PNA_plus
GALNT7	11	0.50409	0.50394	0.999995	163	0	-5.4148	PNA_plus
ALG10B	12	0.98045	0.98035	0.999995	337	0	-5.4173	PNA_plus
COG7	11	0.96525	0.96519	0.999995	327	0	-5.4187	PNA_plus
COG3	13	0.52848	0.52723	0.999995	171	0	-5.4258	PNA_plus
HS6ST2	12	0.87559	0.8765	0.999995	289	0	-5.4428	PNA_plus
NEU1	12	0.15906	0.22582	0.999995	58	1	-5.4465	PNA_plus
EOGT	14	0.38493	0.40395	0.999995	119	1	-5.4491	PNA_plus
ARSF	12	0.79056	0.79156	0.999995	252	0	-5.4493	PNA_plus
UGT2A1	11	0.9799	0.98022	0.999995	336	0	-5.4604	PNA_plus
CHSY1	12	0.18214	0.24081	0.999995	62	1	-5.4714	PNA_plus
ALG6	10	0.27831	0.292	0.999995	93	1	-5.4794	PNA_plus
RPN2	10	0.79699	0.79594	0.999995	255	0	-5.4816	PNA_plus
UGT8	14	0.75472	0.75322	0.999995	238	0	-5.4844	PNA_plus
ALG3	13	0.85903	0.85831	0.999995	275	0	-5.4964	PNA_plus
UGCG	11	0.99841	0.99838	0.999995	345	0	-5.5127	PNA_plus
DPM2	10	0.32066	0.32731	0.999995	104	1	-5.5127	PNA_plus
CHST1	13	0.94727	0.94763	0.999995	317	0	-5.5628	PNA_plus
GLB1	11	0.29946	0.31509	0.999995	100	1	-5.5669	PNA_plus
FUT10	10	0.28584	0.29871	0.999995	98	1	-5.5844	PNA_plus
MAN2B1	11	0.69417	0.69301	0.999995	219	0	-5.5855	PNA_plus
MGAT4B	11	0.59932	0.59871	0.999995	191	0	-5.589	PNA_plus
ALG9	15	0.27186	0.33492	0.999995	89	1	-5.6241	PNA_plus
SLC35A3	10	0.98188	0.98144	0.999995	338	0	-5.6453	PNA_plus
ALG8	12	0.97232	0.97211	0.999995	331	0	-5.6525	PNA_plus
SLC35A2	8	0.19341	0.20707	0.999995	65	1	-5.6534	PNA_plus
UAP1	11	0.77687	0.7765	0.999995	248	0	-5.6812	PNA_plus
ALG11	11	0.61892	0.61833	0.999995	198	0	-5.7021	PNA_plus
B3GALNT2	10	0.85974	0.85922	0.999995	277	0	-5.7215	PNA_plus
SLC35A5	10	0.012732	0.031666	0.999995	7	2	-5.7272	PNA_plus
B3GNT5	9	0.73479	0.73523	0.999995	232	0	-5.739	PNA_plus
UGP2	13	0.87417	0.87375	0.999995	287	0	-5.7511	PNA_plus
ASAH2	11	0.7474	0.74665	0.999995	235	0	-5.765	PNA_plus
DPM1	12	0.99989	0.99987	0.999995	346	0	-5.787	PNA_plus
COG8	12	0.95688	0.95719	0.999995	325	0	-5.7882	PNA_plus
HS3ST6	9	0.15386	0.18598	0.999995	57	1	-5.7984	PNA_plus
SULF1	12	0.93196	0.93225	0.999995	313	0	-5.8023	PNA_plus
GNB2L1	12	0.6189	0.61948	0.999995	196	0	-5.8059	PNA_plus
GMPPB	10	0.37916	0.37982	0.999995	117	1	-5.8273	PNA_plus
PMM2	11	0.97323	0.97342	0.999995	332	0	-5.8723	PNA_plus
GPI	11	0.99999	1	0.999995	347	0	-5.8743	PNA_plus
ALG12	11	0.99058	0.99067	0.999995	340	0	-5.8848	PNA_plus
ARSE	12	0.95147	0.95187	0.999995	321	0	-5.8933	PNA_plus
LIPA	14	0.69256	0.69051	0.999995	218	0	-5.9265	PNA_plus
SLC35B4	14	0.95047	0.95003	0.999995	320	0	-6.1486	PNA_plus
MGAT3	11	0.84187	0.8417	0.999995	265	0	-6.1533	PNA_plus
ALG13	7	0.46452	0.46359	0.999995	148	0	-6.1631	PNA_plus
GBGT1	13	0.8727	0.87221	0.999995	286	0	-6.3623	PNA_plus
GALE	12	0.010603	0.027681	0.999995	5	1	-6.4294	PNA_plus
B3GNT2	11	0.90715	0.90706	0.999995	300	0	-6.5073	PNA_plus
B4GALT5	11	0.35584	0.36214	0.999995	111	1	-6.5994	PNA_plus
NANS	11	1.1123e-19	4.9687e-06	0.000431	1	10	5.1959	VVA_plus
SLC35A1	10	8.8415e-14	4.9687e-06	0.000431	4	9	5.0282	VVA_plus
CMAS	9	4.0219e-14	4.9687e-06	0.000431	3	9	4.828	VVA_plus
GNE	11	8.1523e-16	4.9687e-06	0.000431	2	11	4.4549	VVA_plus
C1GALT1C1	10	0.0063239	0.019701	0.759579	9	3	-0.21482	VVA_plus
SULT1B1	10	0.0013157	0.0049836	0.345862	5	4	-0.40925	VVA_plus
C1GALT1	15	0.017809	0.054601	0.999965	13	4	-0.45316	VVA_plus
MGAT5	12	0.0051102	0.017892	0.759579	8	4	-0.73169	VVA_plus
SLC17A5	9	0.025095	0.061269	0.999965	18	3	-0.92161	VVA_plus
MGAT2	12	0.7012	0.7013	0.999965	225	0	-1.0173	VVA_plus
FUT7	14	0.19178	0.3119	0.999965	84	2	-1.3658	VVA_plus
EXT2	11	0.023465	0.061945	0.999965	17	3	-1.7935	VVA_plus
GMDS	10	0.81523	0.81454	0.999965	274	0	-1.8107	VVA_plus
HYAL2	11	0.034135	0.083688	0.999965	23	3	-1.9685	VVA_plus
SLC35C1	11	0.70447	0.70327	0.999965	228	0	-2.008	VVA_plus
UGGT1	12	0.8457	0.84686	0.999965	285	0	-2.0388	VVA_plus
ST3GAL4	12	0.71402	0.71388	0.999965	232	0	-2.112	VVA_plus
ST8SIA3	10	0.17406	0.26774	0.999965	74	2	-2.3452	VVA_plus
ST8SIA6	12	0.031219	0.078759	0.999965	20	3	-2.3788	VVA_plus
HS3ST2	9	0.54529	0.54435	0.999965	179	1	-2.4818	VVA_plus
TSTA3	14	0.9007	0.89957	0.999965	305	0	-2.5576	VVA_plus
GALNT12	8	0.032057	0.071455	0.999965	22	2	-2.6077	VVA_plus
B4GALT4	11	0.053203	0.12057	0.999965	32	3	-2.64	VVA_plus
CHST10	11	0.67159	0.67074	0.999965	216	0	-2.7385	VVA_plus
UGT2B17	12	0.0018014	0.007309	0.422701	6	5	-2.7422	VVA_plus
MAN2A1	13	0.15432	0.26398	0.999965	69	2	-2.761	VVA_plus
GCNT1	11	0.94294	0.94282	0.999965	320	0	-2.8195	VVA_plus
HEXB	11	0.22989	0.33949	0.999965	93	2	-2.8404	VVA_plus
UGT1A1	6	0.088987	0.14581	0.999965	46	2	-2.8848	VVA_plus
B3GALT2	11	0.77687	0.7765	0.999965	253	0	-2.9129	VVA_plus
